,eo_code,be_code,head_type,be_description,eo_class_code,eo_class_description,eo_model_name,eo_category_spec,eo_model_id,eo_description,operation_start_date,expected_operation_period_years,operation_finish_date_calc,sap_planned_finish_operation_date,operation_finish_date_sap_upd,sap_system_status,sap_user_status,be_eo_data_row_no,operation_finish_date_iteration_0,operation_finish_date_iteration_1,operation_finish_date_iteration_2,operation_status,operation_finish_date
639,100000065954,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер WD600-3,Бульдозеры колесные,33.0,Бульдозер WD600-3 №31,2013-11-22,12,2025-11-22 00:00:00,2023-12-31,2023-12-31,УСТН,СИНХ,401.0,2023-12-31,2023-12-31,2023-12-31,Эксплуатация,2023-12-31
640,100000065964,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер колесный WD600-6,Бульдозеры колесные,18.0,Бульдозер WD600-6 №3215,2018-05-21,12,2030-05-21 00:00:00,2028-05-31,2028-05-31,УСТН,СИНХ,328.0,2028-05-31,2028-05-31,2028-05-31,Эксплуатация,2028-05-31
642,100000037280,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер колесный WD600-6,Бульдозеры колесные,18.0,Бульдозер WD600-6 №3221,2020-03-01,12,2032-03-01 00:00:00,2030-03-31,2030-03-31,УСТН,СИНХ,331.0,2030-03-31,2030-03-31,2030-03-31,Эксплуатация,2030-03-31
643,100000037279,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер колесный WD600-6,Бульдозеры колесные,18.0,Бульдозер WD600-6 №3222,2020-03-01,12,2032-03-01 00:00:00,2030-03-31,2030-03-31,УСТН,СИНХ,332.0,2030-03-31,2030-03-31,2030-03-31,Эксплуатация,2030-03-31
644,100000026793,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер Т-11,Бульдозеры гусеничные,19.0,Бульдозер Т-11.01Я1МБР-3 №3401,2019-08-01,12,2031-08-01 00:00:00,2027-08-31,2027-08-31,УСТН,КОНС СИНХ,327.0,2027-08-31,2027-08-31,2027-08-31,Эксплуатация,2027-08-31
645,100000026789,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-703МА,Бульдозеры колесные,17.0,Бульдозер К-703МА-12-0П №3808,2019-07-25,12,2031-07-25 00:00:00,2029-07-31,2029-07-31,УСТН,СИНХ,354.0,2029-07-31,2029-07-31,2029-07-31,Эксплуатация,2029-07-31
646,100000026797,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-703МА,Бульдозеры колесные,17.0,Бульдозер К-703МА-ДМ-15 №3809,2019-08-02,12,2031-08-02 00:00:00,2029-08-31,2029-08-31,УСТН,КОНС СИНХ,342.0,2029-08-31,2029-08-31,2029-08-31,Эксплуатация,2029-08-31
647,100000055017,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №3811,2021-01-28,12,2033-01-28 00:00:00,2030-12-31,2030-12-31,УСТН,,340.0,2030-12-31,2030-12-31,2030-12-31,Эксплуатация,2030-12-31
648,100000055019,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №3813,2021-01-28,12,2033-01-28 00:00:00,2030-12-31,2030-12-31,УСТН,,341.0,2030-12-31,2030-12-31,2030-12-31,Эксплуатация,2030-12-31
650,100000065960,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №801,2015-12-13,12,2027-12-13 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,333.0,2025-12-31,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
651,100000065955,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №802,2015-12-21,12,2027-12-21 00:00:00,2025-11-30,2025-11-30,УСТН,СИНХ,334.0,2025-11-30,2025-11-30,2025-11-30,Эксплуатация,2025-11-30
652,100000065966,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Специальн машина К-703МА,Бульдозеры колесные,75.0,Специальн машина К-703МА-12-04 №803,2017-02-27,12,2029-02-27 00:00:00,2027-02-28,2027-02-28,УСТН,СИНХ,353.0,2027-02-28,2027-02-28,2027-02-28,Эксплуатация,2027-02-28
653,100000065956,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №805,2015-11-24,12,2027-11-24 00:00:00,2025-11-30,2025-11-30,УСТН,СИНХ,336.0,2025-11-30,2025-11-30,2025-11-30,Эксплуатация,2025-11-30
654,100000065959,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №806,2015-11-25,12,2027-11-25 00:00:00,2025-11-30,2025-11-30,УСТН,СИНХ,337.0,2025-11-30,2025-11-30,2025-11-30,Эксплуатация,2025-11-30
655,100000065961,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №807,2017-06-30,12,2029-06-30 00:00:00,2027-06-30,2027-06-30,УСТН,СИНХ,338.0,2027-06-30,2027-06-30,2027-06-30,Эксплуатация,2027-06-30
656,100000026796,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор-погрузчик TLB 825,Гидравлические экскаваторы с объемом ковша менее 1 м3,116.0,Экскаватор-погрузчик TLB 825 №3611,2019-12-02,12,2031-12-02 00:00:00,2026-12-31,2026-12-31,УСТН,СИНХ,368.0,2026-12-31,2026-12-31,2026-12-31,Эксплуатация,2026-12-31
657,100000065943,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. WX 200,Гидравлические экскаваторы с объемом ковша 1-5 м3,113.0,Экскаватор гидравл. WX 200 №602,2017-04-23,12,2029-04-23 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,428.0,2024-04-30,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
658,100000065946,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер 24M,Автогрейдеры,5.0,Автогрейдер 24M №24,2015-03-26,12,2027-03-26 00:00:00,2025-03-31,2025-03-31,УСТН,СИНХ,286.0,2025-03-31,2025-03-31,2025-03-31,Эксплуатация,2025-03-31
659,100000065948,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер GD825A-2,Автогрейдеры,9.0,Автогрейдер GD825A-2 №25,2014-10-31,12,2026-10-31 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,376.0,2024-10-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
660,100000065947,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер GD825A-2,Автогрейдеры,9.0,Автогрейдер GD825A-2 №26,2014-10-31,12,2026-10-31 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,377.0,2024-10-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
661,100000026790,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер ДЗ-98,Автогрейдеры,7.0,Автогрейдер ДЗ-98В.61100-010 №3705,2019-07-31,12,2031-07-31 00:00:00,2024-07-31,2024-07-31,УСТН,СИНХ,381.0,2024-07-31,2024-07-31,2024-07-31,Эксплуатация,2024-07-31
662,100000026798,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер ДЗ-98,Автогрейдеры,7.0,Автогрейдер ДЗ-98В.61100-010 №3707,2019-07-31,12,2031-07-31 00:00:00,2024-07-31,2024-07-31,УСТН,СИНХ,382.0,2024-07-31,2024-07-31,2024-07-31,Эксплуатация,2024-07-31
663,100000055031,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер 24M,Автогрейдеры,5.0,Автогрейдер 24M №3710,2020-12-25,12,2032-12-25 00:00:00,2030-12-31,2030-12-31,УСТН,СИНХ,288.0,2030-12-31,2030-12-31,2030-12-31,Эксплуатация,2030-12-31
664,100000055028,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер 160AWD,Автогрейдеры,1.0,Автогрейдер 160AWD №3706,2021-02-10,12,2033-02-10 00:00:00,2031-02-28,2031-02-28,УСТН,СИНХ,291.0,2031-02-28,2031-02-28,2031-02-28,Эксплуатация,2031-02-28
665,100000055029,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер 160AWD,Автогрейдеры,1.0,Автогрейдер 160AWD №3708,2021-02-17,12,2033-02-17 00:00:00,2031-02-28,2031-02-28,УСТН,СИНХ,292.0,2031-02-28,2031-02-28,2031-02-28,Эксплуатация,2031-02-28
666,100000055030,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер 160AWD,Автогрейдеры,1.0,Автогрейдер 160AWD №3709,2021-02-13,12,2033-02-13 00:00:00,2031-02-28,2031-02-28,УСТН,СИНХ,293.0,2031-02-28,2031-02-28,2031-02-28,Эксплуатация,2031-02-28
667,100000065950,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер 160M,Автогрейдеры,2.0,Автогрейдер 160M №702,2017-12-08,12,2029-12-08 00:00:00,2027-12-31,2027-12-31,УСТН,СИНХ,289.0,2027-12-31,2027-12-31,2027-12-31,Эксплуатация,2027-12-31
668,100000065951,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер 160M,Автогрейдеры,2.0,Автогрейдер 160M №703,2017-12-13,12,2029-12-13 00:00:00,2027-12-31,2027-12-31,УСТН,СИНХ,290.0,2027-12-31,2027-12-31,2027-12-31,Эксплуатация,2027-12-31
669,100000065952,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер 24M,Автогрейдеры,5.0,Автогрейдер 24M №704,2017-12-30,12,2029-12-30 00:00:00,2027-12-31,2027-12-31,УСТН,СИНХ,287.0,2027-12-31,2027-12-31,2027-12-31,Эксплуатация,2027-12-31
670,100000067265,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер ДЗ-98,Автогрейдеры,7.0,Автогрейдер ДЗ-98В.00110 №3714,2015-10-31,12,2027-10-31 00:00:00,2023-12-31,2023-12-31,УСТН,СИНХ,380.0,2023-12-31,2023-12-31,2023-12-31,Эксплуатация,2023-12-31
671,100000065913,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №16,2011-10-30,12,2023-10-30 00:00:00,2023-03-31,2023-03-31,УСТН,КОНС СИНХ,402.0,2023-03-31,2023-03-31,2023-03-31,Консервация,2023-03-31
672,100000065914,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №804,2017-09-29,12,2029-09-29 00:00:00,2027-09-30,2027-09-30,УСТН,СИНХ,335.0,2027-09-30,2027-09-30,2027-09-30,Эксплуатация,2027-09-30
674,100000027474,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер К-702МБА,Бульдозеры колесные,16.0,Бульдозер К-702МБА-01-БКУ №3817,2017-09-01,12,2029-09-01 00:00:00,2027-09-30,2027-09-30,УСТН,СИНХ,339.0,2027-09-30,2027-09-30,2027-09-30,Эксплуатация,2027-09-30
675,100000065906,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор-погрузчик TLB 825,Гидравлические экскаваторы с объемом ковша менее 1 м3,116.0,Экскаватор-погрузчик TLB 825 №603,2017-10-01,12,2029-10-01 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,429.0,2024-10-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
676,100000065921,1100.0,head,"АО ""Полюс Красноярск""",E17_11,Погрузчики фронтальные,Машина многоцел МКСМ,Погрузчики фронтальные,38.0,Машина многоцел МКСМ-1000Н №3901,2018-09-12,12,2030-09-12 00:00:00,2028-09-30,2028-09-30,УСТН,СИНХ,361.0,2028-09-30,2028-09-30,2028-09-30,Эксплуатация,2028-09-30
677,100000065907,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер ГС-25,Автогрейдеры,6.0,Автогрейдер ГС-25.11 №21,2011-10-19,12,2023-10-19 00:00:00,2023-02-28,2023-02-28,УСТН,СИНХ,379.0,2023-02-28,2023-02-28,2023-02-28,Эксплуатация,2023-02-28
678,100000062741,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. Liebherr R974,Гидравлические экскаваторы с объемом ковша 1-5 м3,105.0,Экскаватор гидравл. R974 №505,2017-12-27,12,2029-12-27 00:00:00,2027-12-31,2027-12-31,УСТН,СИНХ,256.0,2027-12-31,2027-12-31,2027-12-31,Эксплуатация,2027-12-31
679,100000036422,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. Liebherr R974,Гидравлические экскаваторы с объемом ковша 1-5 м3,105.0,Экскаватор гидравл. R974 №506,2021-05-20,12,2033-05-20 00:00:00,2031-05-31,2031-05-31,УСТН,СИНХ,285.0,2031-05-31,2031-05-31,2031-05-31,Эксплуатация,2031-05-31
681,100000062744,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,Канатные экскаваторы с объемом ковша 5-35 м3,117.0,Экскаватор электрический ЭКГ-10 №08,1998-03-25,12,2010-03-25 00:00:00,2023-06-01,2023-06-01,УСТН,СИНХ,264.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2023-06-01
682,100000062745,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,Канатные экскаваторы с объемом ковша 5-35 м3,117.0,Экскаватор электрический ЭКГ-10 №09,1998-04-20,12,2010-04-20 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,265.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2022-12-31
683,100000062746,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,Канатные экскаваторы с объемом ковша 5-35 м3,117.0,Экскаватор электрический ЭКГ-10 №10,1999-04-18,12,2011-04-18 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,266.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2022-12-31
684,100000062749,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,Канатные экскаваторы с объемом ковша 5-35 м3,117.0,Экскаватор электрический ЭКГ-10 №21,2006-11-25,12,2018-11-25 00:00:00,2023-12-31,2023-12-31,УСТН,СИНХ,267.0,2023-06-30,2023-12-31,2024-06-30,Эксплуатация,2023-12-31
685,100000062730,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,Канатные экскаваторы с объемом ковша 5-35 м3,117.0,Экскаватор электрический ЭКГ-10 №24,2011-01-18,12,2023-01-18 00:00:00,2028-01-31,2028-01-31,УСТН,СИНХ,269.0,2028-01-18,2028-01-31,2028-01-31,Эксплуатация,2028-01-31
686,100000062733,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,Канатные экскаваторы с объемом ковша 5-35 м3,117.0,Экскаватор электрический ЭКГ-10 №27,2011-11-24,12,2023-11-24 00:00:00,2028-11-30,2028-11-30,УСТН,СИНХ,270.0,2028-11-24,2028-11-30,2028-11-30,Эксплуатация,2028-11-30
687,100000062735,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,Канатные экскаваторы с объемом ковша 5-35 м3,117.0,Экскаватор электрический ЭКГ-10 №29,2012-04-04,12,2024-04-04 00:00:00,2029-04-30,2029-04-30,УСТН,СИНХ,272.0,2029-04-04,2029-04-30,2029-04-30,Эксплуатация,2029-04-30
688,100000062734,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,Канатные экскаваторы с объемом ковша 5-35 м3,117.0,Экскаватор электрический ЭКГ-10 №31,2013-04-30,12,2025-04-30 00:00:00,2030-04-30,2030-04-30,УСТН,СИНХ,274.0,2030-04-30,2030-04-30,2030-04-30,Эксплуатация,2030-04-30
689,100000071701,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-20,Канатные экскаваторы с объемом ковша 18-35 м3,119.0,Экскаватор электрический ЭКГ-20 №9,2021-12-05,12,2033-12-05 00:00:00,2041-12-31,2041-12-31,УСТН,СИНХ,277.0,2041-12-31,2041-12-31,2041-12-31,Эксплуатация,2041-12-31
690,100000062754,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Канатные экскаваторы с объемом ковша 5-35 м3,120.0,Экскаватор электрический ЭКГ-5А №11,2008-12-08,12,2020-12-08 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,261.0,2022-12-31,2023-03-31,2022-12-31,Эксплуатация,2022-12-31
691,100000062729,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Канатные экскаваторы с объемом ковша 5-35 м3,120.0,Экскаватор электрический ЭКГ-5А №23,2010-07-15,12,2022-07-15 00:00:00,2022-06-30,2022-06-30,УСТН,СИНХ,262.0,2022-12-31,2022-12-31,2022-06-30,Эксплуатация,2022-06-30
694,100000062728,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаваторы PC3000-6,Гидравлические экскаваторы с объемом ковша 15-17 м3,123.0,Экскаватор гидравл. PC3000-6 №501,2009-10-16,12,2021-10-16 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,258.0,2022-12-31,2025-06-30,2022-12-31,Эксплуатация,2022-12-31
697,100000062752,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаваторы PC1250-7,Гидравлические экскаваторы с объемом ковша 6-7 м3,121.0,Экскаватор гидравл. PC1250-7 №04,2007-12-12,12,2019-12-12 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,371.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2022-12-31
698,100000062739,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы WK-20,Канатные экскаваторы с объемом ковша 18-35 м3,125.0,Экскаватор электрический WK-20 №02,2017-08-01,12,2029-08-01 00:00:00,2037-08-31,2037-08-31,ДОСТ УСТН,СИНХ,278.0,2037-08-31,2037-08-31,2037-08-31,Эксплуатация,2037-08-31
699,100000062740,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы WK-35,Канатные экскаваторы с объемом ковша 18-35 м3,126.0,Экскаватор электрический WK-35 №04,2017-11-30,12,2029-11-30 00:00:00,2037-11-30,2037-11-30,УСТН,СИНХ,281.0,2037-11-30,2037-11-30,2037-11-30,Эксплуатация,2037-11-30
700,100000062736,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы WK-35,Канатные экскаваторы с объемом ковша 18-35 м3,126.0,Экскаватор электрический WK-35 №05,2018-03-01,12,2030-03-01 00:00:00,2038-03-31,2038-03-31,УСТН,СИНХ,282.0,2038-03-31,2038-03-31,2038-03-31,Эксплуатация,2038-03-31
701,100000062737,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы WK-35,Канатные экскаваторы с объемом ковша 18-35 м3,126.0,Экскаватор электрический WK-35 №06,2018-08-04,12,2030-08-04 00:00:00,2038-08-31,2038-08-31,УСТН,СИНХ,283.0,2038-08-31,2038-08-31,2038-08-31,Эксплуатация,2038-08-31
702,100000062726,1100.0,head,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы WK-35,Канатные экскаваторы с объемом ковша 18-35 м3,126.0,Экскаватор электрический WK-35 №07,2018-09-28,12,2030-09-28 00:00:00,2038-09-30,2038-09-30,УСТН,СИНХ,284.0,2038-09-30,2038-09-30,2038-09-30,Эксплуатация,2038-09-30
796,100000061885,1100.0,head,"АО ""Полюс Красноярск""",E02_03,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Буровые станки,78.0,Станок буровой DML LP №71,2014-05-08,8,2022-05-08 00:00:00,2024-05-31,2024-05-31,УСТН,СИНХ,238.0,2019-05-01,2024-05-31,2024-05-31,Консервация,2024-05-31
797,100000065912,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Специальн машина К-703МА,Бульдозеры колесные,75.0,Бульдозер К-702МБА-01-БКУ №17,2013-07-11,12,2025-07-11 00:00:00,2022-04-30,2022-04-30,УСТН,КОНС СИНХ,403.0,2022-04-20,2022-04-30,2022-04-30,Консервация,2022-04-30
798,100000058918,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер Т-11,Бульдозеры гусеничные,19.0,Бульдозер Т-11.02ЯБР-1 №15,2012-09-17,12,2024-09-17 00:00:00,2022-04-30,2022-04-30,УСТН,КОНС СИНХ,399.0,2022-04-20,2022-04-30,2022-04-30,Консервация,2022-04-30
799,100000061900,1100.0,head,"АО ""Полюс Красноярск""",E02_03,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Буровые станки,138.0,Станок буровой DML HP 1450 №72,2016-05-25,8,2024-05-25 00:00:00,2022-03-31,2022-03-31,УСТН,КОНС СИНХ,239.0,2022-03-28,2022-03-31,2022-03-31,Консервация,2022-03-31
808,100000030467,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC750-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,112.0,Экскаватор гидравл. PC750SE-7 №3622,2012-07-03,12,2024-07-03 00:00:00,2024-01-01,2024-01-01,УСТН,СИНХ,421.0,2023-06-30,2023-06-30,2023-06-30,Эксплуатация,2024-01-01
809,100000062378,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №412,2009-10-31,12,2021-10-31 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,64.0,2022-12-31,2024-12-31,2022-12-31,Эксплуатация,2022-12-31
810,100000065973,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №421,2011-04-18,12,2023-04-18 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,72.0,2022-12-31,2024-12-31,2022-12-31,Консервация,2022-12-31
811,100000036795,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Автосамосвалы в классе 120-150 тонн,72.0,Самосвал карьерный HD1500-8 №312,2019-12-28,12,2031-12-28 00:00:00,2031-12-31,2031-12-31,УСТН,СИНХ,52.0,2031-12-31,2031-12-31,2031-12-31,Консервация,2031-12-31
812,100000065503,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Машина поливоорос. HD785-5 №216,2004-06-24,12,2016-06-24 00:00:00,2022-12-31,2022-12-31,УСТН,,440.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2022-12-31
813,100000065502,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Машина поливоорос. HD785-5 №217,2004-06-24,12,2016-06-24 00:00:00,2022-12-31,2022-12-31,УСТН,,441.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2022-12-31
814,100000062367,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №402,2009-03-07,12,2021-03-07 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,54.0,2021-12-06,2022-12-31,2022-12-31,Консервация,2022-12-31
815,100000062368,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №406,2009-04-24,12,2021-04-24 00:00:00,2024-12-31,2024-12-31,УСТН,КОНС СИНХ,58.0,2022-12-31,2024-12-31,2024-12-31,Консервация,2024-12-31
816,100000065593,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 777F,Автосамосвалы в классе 85-110тонн,64.0,Самосвал карьерный 777F №136,2008-10-12,12,2020-10-12 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,15.0,2021-04-01,2022-12-31,2022-12-31,Консервация,2022-12-31
817,100000055511,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №220,2005-10-18,12,2017-10-18 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,35.0,2019-01-01,2022-12-31,2022-12-31,Консервация,2022-12-31
818,100000065553,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №226,2006-03-16,12,2018-03-16 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,38.0,2019-06-10,2022-12-31,2022-12-31,Консервация,2022-12-31
819,100000065584,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540А №22,2006-06-02,12,2018-06-02 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,5.0,2021-04-01,2022-12-31,2022-12-31,Консервация,2022-12-31
820,100000065558,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №237,2006-06-02,12,2018-06-02 00:00:00,2022-02-28,2022-02-28,УСТН,КОНС СИНХ,47.0,2022-02-01,2022-02-28,2022-02-28,Консервация,2022-02-28
