,eo_code,be_code,head_type,be_description,eo_class_code,eo_class_description,eo_model_name,eo_category_spec,eo_model_id,eo_description,operation_start_date,expected_operation_period_years,operation_finish_date_calc,sap_planned_finish_operation_date,operation_finish_date_sap_upd,sap_system_status,sap_user_status,be_eo_data_row_no,operation_finish_date_iteration_0,operation_finish_date_iteration_1,operation_finish_date_iteration_2,operation_status,operation_finish_date
821,100000055512,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №222,2005-10-18,12,2017-10-18 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,36.0,2018-03-01,2022-12-31,2022-12-31,Консервация,2022-12-31
825,100000065578,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540А №51,2005-06-01,12,2017-06-01 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,7.0,2019-06-20,2022-12-31,2022-12-31,Консервация,2022-12-31
827,100000065580,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540А №53,2005-08-29,12,2017-08-29 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,8.0,2019-06-20,2022-12-31,2022-12-31,Консервация,2022-12-31
829,100000065551,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №229,2005-12-14,12,2017-12-14 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,40.0,2021-04-01,2022-12-31,2022-12-31,Консервация,2022-12-31
830,100000065554,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №230,2006-03-16,12,2018-03-16 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,41.0,2021-04-01,2022-12-31,2022-12-31,Консервация,2022-12-31
831,100000065556,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №231,2006-03-16,12,2018-03-16 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,42.0,2021-04-01,2022-12-31,2022-12-31,Консервация,2022-12-31
833,100000065555,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №233,2006-03-16,12,2018-03-16 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,43.0,2021-04-01,2022-12-31,2022-12-31,Консервация,2022-12-31
834,100000065557,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №234,2006-06-02,12,2018-06-02 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,44.0,2021-04-01,2022-12-31,2022-12-31,Консервация,2022-12-31
835,100000065561,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №236,2006-06-02,12,2018-06-02 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,46.0,2021-04-01,2022-12-31,2022-12-31,Консервация,2022-12-31
836,100000055513,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №224,2006-03-16,12,2018-03-16 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,37.0,2019-06-10,2022-12-31,2022-12-31,Консервация,2022-12-31
837,100000065550,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №227,2005-12-14,12,2017-12-14 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,39.0,2019-06-10,2022-12-31,2022-12-31,Консервация,2022-12-31
838,100000055509,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №218,2004-06-24,12,2016-06-24 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,33.0,2017-01-20,2022-12-31,2022-12-31,Консервация,2022-12-31
839,100000055510,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №219,2004-06-24,12,2016-06-24 00:00:00,2022-12-31,2022-12-31,УСТН,СИНХ,34.0,2017-01-20,2022-12-31,2022-12-31,Консервация,2022-12-31
841,100000065560,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №235,2006-06-02,12,2018-06-02 00:00:00,2022-12-31,2022-12-31,УСТН,КОНС,45.0,2021-10-25,2022-12-31,2022-12-31,Консервация,2022-12-31
930,100000065576,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540А №06,2004-02-29,10,2014-02-28 12:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,3.0,2019-06-20,2022-12-31,2022-12-31,Консервация,2022-12-31
931,100000063445,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаваторы PC1250-7,Гидравлические экскаваторы с объемом ковша 6-7 м3,121.0,Экскаватор гидравл. PC1250-7 №06,2008-11-29,10,2018-11-29 12:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,254.0,2020-03-01,2022-12-31,2022-12-31,Консервация,2022-12-31
932,100000062731,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC2000-8,Гидравлические экскаваторы с объемом ковша 11-12 м3,107.0,Экскаватор гидравл. PC2000-8 №26,2011-04-09,10,2021-04-08 12:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,257.0,2020-02-01,2022-12-31,2022-12-31,Консервация,2022-12-31
933,100000055015,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Специальн машина К-703МА,Бульдозеры колесные,75.0,Специальн машина К-703МА-12-04 №3814,2022-04-18,10,2032-04-17 12:00:00,2032-04-30,2032-04-30,УСТН,,355.0,2032-04-30,2032-04-30,2032-04-30,Эксплуатация,2032-04-30
934,100000069383,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Специальн машина К-703МА,Бульдозеры колесные,75.0,Снегоуборщик К-703МА-ОС №3810,2021-01-12,10,2031-01-12 12:00:00,2030-12-31,2030-12-31,УСТН,,356.0,2030-12-31,2030-12-31,2030-12-31,Эксплуатация,2030-12-31
935,100000055036,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Специальн машина К-703МА,Бульдозеры колесные,75.0,Снегоуборщик К-703МА-ОС №3812,2020-11-30,10,2030-11-30 12:00:00,2030-11-30,2030-11-30,УСТН,НПВЭ,357.0,2030-11-30,2030-11-30,2030-11-30,Эксплуатация,2030-11-30
936,100000059049,1100.0,head,"АО ""Полюс Красноярск""",E17_09,Краны-трубоукладчики,Кран-трубоукладчик ТГ-122,Кран-трубоукладчик,153.0,Кран-трубоукладчик ТГ-122Я-1,2017-12-01,10,2027-12-01 12:00:00,2027-12-31,2027-12-31,УСТН,СИНХ,358.0,2027-12-31,2027-12-31,2027-12-31,Эксплуатация,2027-12-31
937,100000059050,1100.0,head,"АО ""Полюс Красноярск""",E17_09,Краны-трубоукладчики,Кран-трубоукладчик ТГ-122,Кран-трубоукладчик,153.0,Кран-трубоукладчик ТГ-122Я-1,2017-12-01,10,2027-12-01 12:00:00,2027-12-31,2027-12-31,УСТН,СИНХ,359.0,2027-12-31,2027-12-31,2027-12-31,Эксплуатация,2027-12-31
938,100000055021,1100.0,head,"АО ""Полюс Красноярск""",E17_09,Краны-трубоукладчики,Кран-трубоукладчик ТГ-122,Кран-трубоукладчик,153.0,Кран-трубоукладчик ТГ-122Я-1 23ТР,2021-11-23,10,2031-11-23 12:00:00,2031-11-30,2031-11-30,УСТН,,360.0,2031-11-30,2031-11-30,2031-11-30,Эксплуатация,2031-11-30
939,100000055037,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7547,Автосамосвалы в классе 40-85тонн,62.0,Щебнеразбрасыватель ПЩК-7547 №11,2020-09-04,10,2030-09-04 12:00:00,2028-09-30,2028-09-30,УСТН,,369.0,2028-09-04,2028-09-30,2028-09-30,Эксплуатация,2028-09-30
940,100000065510,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-74306,Тягач-буксировщик,148.0,Тягач-буксировщик БЕЛАЗ-74306 №600,2017-12-19,10,2027-12-19 12:00:00,2032-12-31,2032-12-31,УСТН,,370.0,2032-12-31,2032-12-31,2032-12-31,Эксплуатация,2032-12-31
941,100000065944,1100.0,head,"АО ""Полюс Красноярск""",E06_01,Автогрейдеры,Автогрейдер ГС-25,Автогрейдеры,6.0,Автогрейдер ГС-25.09 №19,2010-12-08,10,2020-12-07 12:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,378.0,2021-12-21,2022-12-31,2022-12-31,Консервация,2022-12-31
942,100000058906,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер гусеничный D275A-5D,Бульдозеры гусеничные,11.0,Бульдозер D275A-5 №32,2008-06-18,10,2018-06-18 12:00:00,2022-04-01,2022-04-01,МТКУ УСТН,СИНХ,384.0,2021-11-15,2022-12-31,2022-12-31,Консервация,2022-04-01
943,100000058919,1100.0,head,"АО ""Полюс Красноярск""",E17_09,Краны-трубоукладчики,Кран-трубоукладчик ТГ-122,Кран-трубоукладчик,153.0,Кран-трубоукладчик ТГ-122К,2014-10-22,10,2024-10-21 12:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,413.0,2024-10-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
944,100000058932,1100.0,head,"АО ""Полюс Красноярск""",E17_09,Краны-трубоукладчики,Кран-трубоукладчик ТГ-221,Кран-трубоукладчик,152.0,Кран-трубоукладчик ТГ-221Я,2008-08-12,10,2018-08-12 12:00:00,2022-12-31,2022-12-31,УСТН,КОНС СИНХ,414.0,2021-11-20,2022-12-31,2022-12-31,Консервация,2022-12-31
945,100000065918,1100.0,head,"АО ""Полюс Красноярск""",E06_02,Катки дорожные,Каток дорожный ДМ62,Каток дорожный,151.0,Каток дорожный ДМ62Я №01,2008-10-08,10,2018-10-08 12:00:00,2023-02-28,2023-02-28,УСТН,СИНХ,415.0,2023-02-28,2023-02-28,2023-02-28,Консервация,2023-02-28
946,100000065504,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7648,Поливооросительная машина,149.0,Машина поливоорос. БЕЛАЗ-7648А №01,2006-06-02,10,2016-06-01 12:00:00,2022-12-31,2022-12-31,УСТН,,430.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2022-12-31
947,100000065506,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-76470,Поливооросительная машина,150.0,Машина поливоорос. БЕЛАЗ-76470 №02,2010-10-21,10,2020-10-20 12:00:00,2023-12-31,2023-12-31,УСТН,,431.0,2023-12-31,2023-12-31,2023-12-31,Эксплуатация,2023-12-31
948,100000065507,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7547,Автосамосвалы в классе 40-85тонн,62.0,Щебнеразбрасыватель БЕЛАЗ-7547 №08,2021-09-09,10,2031-09-09 12:00:00,2022-12-31,2022-12-31,УСТН,,432.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2022-12-31
949,100000065508,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7547,Автосамосвалы в классе 40-85тонн,62.0,Щебнеразбрасыватель БЕЛАЗ-7547 №09,2013-12-04,10,2023-12-04 12:00:00,2024-12-31,2024-12-31,УСТН,,433.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
950,100000065509,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7547,Автосамосвалы в классе 40-85тонн,62.0,Щебнеразбрасыватель БЕЛАЗ-7547 №10,2013-12-26,10,2023-12-26 12:00:00,2023-12-31,2023-12-31,УСТН,,434.0,2023-12-31,2023-12-31,2023-12-31,Эксплуатация,2023-12-31
951,100000068270,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Машина поливоорос. БелАЗ-7540В №15,2020-08-05,10,2030-08-05 12:00:00,2024-12-31,2024-12-31,УСТН,НПВЭ,435.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
952,100000065590,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-74131,Тягач-буксировщик,147.0,Тягач-буксировщик БЕЛАЗ-74131 №500,2011-06-28,10,2021-06-27 12:00:00,2022-12-31,2022-12-31,УСТН,,436.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,2022-12-31
953,100000065499,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 777D,Автосамосвалы в классе 85-110тонн,146.0,Машина поливоорос. 777D №104,1997-09-01,10,2007-09-01 12:00:00,2024-12-31,2024-12-31,УСТН,,437.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
954,100000065500,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 777D,Автосамосвалы в классе 85-110тонн,146.0,Тягач-буксировщик 777D №108,1997-11-01,10,2007-11-01 12:00:00,2023-06-30,2023-06-30,УСТН,,438.0,2022-12-31,2022-06-30,2022-06-30,Эксплуатация,2023-06-30
955,100000065501,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 777D,Автосамосвалы в классе 85-110тонн,146.0,Машина поливоорос. 777D №111,1997-12-01,10,2007-12-01 12:00:00,2024-12-31,2024-12-31,УСТН,,439.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
